"ID","Timestamp","Identifier","Avg_rating","Total_answers","Total_ratings","Answer","Num_options","Question","OptionA","OptionB","OptionC","OptionD","OptionE","Explanation","Tags"
"1461541","2015-04-09 07:35:58","1234567","3.2500","199","101","C","5","<p>John has heart failure and is taking a specific medication prescribed by his doctor. Since taking the drug he has recently developed a cough. What drug most commonly causes this side effect?</p>","<p>Losartan</p>","<p>Candesartan</p>","<p>Ramipril</p>","<p>Bisoprolol</p>","<p>Digoxin</p>","<p>ramipril often causes a cough as a side effect. It is an ACE inhibitor.</p>","Case 15"
"1462963","2015-04-09 23:18:53","1302007","3.3600","190","96","D","5","<p>A patient presents to you with a previous diagnosis of cervical spondylosis and is now complaining of muscle spasms in their arms.&nbsp;</p><p>&nbsp;</p><p>Upon examination you find that there is also lowered sensitivity to light touch and vibration bilaterally on the upper limbs only.&nbsp;</p><p>What is the most likely cause?&nbsp;</p>","<p>Anterior cord syndrome</p>","<p>Brown-Sequards Syndrome</p>","<p>Cauda-Equina Syndrome</p>","<p>Central Cord Syndrome</p>","<p>Metastatic Spinal Cord Compression</p>","<p>Central cord compression affects all tracts in the spinal cord but due to cervical tracts being positioned towards the centre of the spinal cord and sacral tracts towards the outside there is a large degree of sacral sparring.&nbsp;</p><p>Spondylosis is one of the main causes of central cord syndrome.&nbsp;</p>","Spine, Neurology, Case 14"
"1463734","2015-04-10 05:05:07","1301455","3.2100","168","87","C","5","<p>Velma the Virus has a plan. Using her cunning, skills and womanly good looks, she intends to infiltrate the defences of the hairy medical student she has just entered, and then cause havoc and woe. But first, she must evade the student's sentinel cells, lest they present her antigens to their commanders.</p><p>&nbsp;</p><p>Wait! What's that?</p><p>&nbsp;</p><p>&nbsp;</p><p>Which of these is NOT a sentinel cell?</p>","<p>Macrophage</p>","<p>Microglial cell</p>","<p>Natural killer cell</p>","<p>Dendritic cell</p>","<p>Langerhans cell</p>","<p>Sentinel cells are the body's ""first line of defense"". They are fixed WBCs which detect and bind to pathogens. Some release interferons in response.&nbsp;</p><p>&nbsp;</p><p>Macrophages phagocytose invading organisms, and release cytokines in response.</p><p>Microglial cells perform the same role as macrophages, within the CNS.</p><p>Dendritic cells are antigen-presenting cells which travel to the lymph nodes once they have processed an antigen.&nbsp;</p><p>Langerhans cells are dendritic cells found within the skin and mucosa, and are not to be confused with the Islets of Langerhans.</p><p>&nbsp;</p><p>Natural killer cells are not sentinel cells. They detect cells which have been infected, and destroy them.</p><p>&nbsp;</p><p>&nbsp;</p>","Virology, Immunology, Infectious Disease"
"1463864","2015-04-10 05:58:52","1302261","3.2200","143","73","B","4","<p>During one of your ISCE stations you are asked to carry out a cardiovascular examination on a 65 year old woman of European descent. During examination, you notice several small yellow areas around the patient's eyes, that are raised and non-tender (see below). How would you describe these during your summary and what would they most likely be indicative of?</p><p><img src=""../images/view.php?file=106344"" alt=""no description"" width=""314"" height=""173"" /></p>","<p>Styes indicating infection of the sebaceous glands</p>","<p>Xanthelasma indicating hypercholesterolaemia</p>","<p>Xanthoma indicating hypercholesterolaemia</p>","<p>Acne indicating nothing relevant to a cardio exam</p>","","<p>Xanthelasma (as seen in the photo) is an important clinical sign to pick up on during a cardiovascular examination. It may be idiopathic, especially if there is a family history or the patient is of Mediterranean origin; or it may indicate hypercholesterolaemia, putting the patient at increased risk of atherosclerosis disease. </p><p>&nbsp;</p><p>Xanthoma is another important clinical sign for hypercholesterolaemia, and has a similar appearance, but can be found on tendonous surfaces such as the knee or inside of the wrist. It may also be appropriate to look for this during a clinical exam. </p><p>&nbsp;</p><p>Acne and styes are other skin problems that may occur around the eyes, but do not look like the photo.</p><p>&nbsp;</p><p>Macleod's Clinical Examination</p>","Cardiology, Heart, ISCE"
"1464095","2015-04-10 06:58:36","1302766","3.2600","200","106","A","5","<p>The sun was shining gloriously on bank holiday Monday so group of second year medical students decided on an outing to P'town&nbsp;as a break from their revision.&nbsp;Having packed their best bikinis and&nbsp;speedos they headed to the beach&nbsp;for some ball games, a BBQ&nbsp;and a sunbathe.&nbsp;Enjoying themselves&nbsp;so much they made the executive decision to stay and see what the nightlife had to offer in this small seaside town (rumours say&nbsp;it makes Malia look like a primary school disco).&nbsp;After a few rounds of tequila in&nbsp;The Bay, WKDs in&nbsp;The Waterfront and Sambucas&nbsp;bought from the 7/11, the gang followed the throng of&nbsp;locals to&nbsp;the fine establishment of&nbsp;Streets nightclub. As they queued they&nbsp;overheard a woman&nbsp;chopsing&nbsp;(English definition: chatting/gossiping frantically) to her mate about her ectopic pregnancy.&nbsp;Being keen C21 students this sparked a discussion about the most common site of ectopic pregnancy. So which&nbsp;of the following is&nbsp;the most common site for an ectopic&nbsp;pregnancy?&nbsp;&nbsp;&nbsp;</p>","<p>Ampulla</p>","<p>Internal Os</p>","<p>Isthmus</p>","<p>Ovaries</p>","<p>Recto uterine pouch</p>","<p>Taken from page 54 of Langman's medical embryology.</p><p>&nbsp;</p><p>Also, the students survived the night to tell the tale. Happy days!&nbsp;</p>","Embryology, Case 7"
"1464169","2015-04-10 07:49:39","1302325","2.7900","101","63","D","5","<p>It is lunchtime in the IV lounge.</p><p>The queue has reached infinite length.</p><p>You can hardly make out the lone cashier attempting to stem the flow of pre-prepared sandwiches and crisps.</p><p>Hunger overwhelms you...</p><p>&nbsp;</p><p>You are starving - <span style=""text-decoration: underline;"">but are you?</span></p><p>&nbsp;</p><p>How long would you have to wait in the queue until you enter the <strong>starvation</strong> state of metabolism?</p>","<p>0 - 4 hours</p>","<p>4 - 16 hours</p>","<p>16 hours - 3 days</p>","<p>3 - 4 days</p>","<p>4 - 5 days</p>","<p>Should have gone concourse.</p><p>&nbsp;</p><p>&nbsp;</p><p>Dr Shore's lectures.</p>","Metabolism"
"1466054","2015-04-10 21:06:21","1301124","3.2000","185","99","E","5","<p>Which gene is thought to be strongly linked to type 1 diabetes?</p>","<p>CFTR&nbsp;</p>","<p>BRCA1&nbsp;</p>","<p>TCF7L2</p>","<p>DMT</p>","<p>HLA&nbsp;</p>","<p>E-&nbsp;Human leukocyte antigen gene. More than 90% of patients with type 1 DM have a mutation in the HLA gene. Mutations in this gene are also linked to other autoimmune diseases such as coeliac disease. &nbsp;</p>","Diabetes, Case 10"
"1466072","2015-04-10 21:13:18","1301124","3.0800","184","99","D","5","<p>What is&nbsp;Kussmaul breathing?</p>","<p>Shallow obstructed breathing pattern&nbsp;</p>","<p>Slow breathing after a period of hyperventilation&nbsp;</p>","<p>Rapid shallow hyperventilation&nbsp;</p>","<p>Rapid deep hyperventilation&nbsp;</p>","<p>Breathing using accessory muscles of respiration&nbsp;</p>","<p>Kussmaul breathing is a type of hyperventilation which occurs in severe metabolic acidosis such as <strong>diabetic ketoacidosis.</strong>&nbsp;&nbsp;In acidosis, hyperventilation occurs which starts off rapid and shallow breathing. As the acidosis becomes more severe the hyperventilation becomes rapid and deep and becomes gasping and desperate.&nbsp;</p>","Respiratory, Diabetes, Case 10"
"1466092","2015-04-10 21:19:45","1301124","3.1800","194","109","B","5","<p>Where does the majority of bicarbonate re-absorption occur in the kidney nephron?&nbsp;</p>","<p>Bowman's capsule</p>","<p>Proximal convoluted tubule&nbsp;</p>","<p>Descending limb of Henle&nbsp;</p>","<p>Ascending limb of Henle</p>","<p>Distal convoluted tubule&nbsp;</p>","<p>85% of the bicarbonate re-absorption occurs in the PCT via carbonic anhydrase in the apical membrane.&nbsp;</p><p>&nbsp;</p>","Kidney, Biochemistry, Case 10"
"1466099","2015-04-10 21:22:33","1301124","2.5200","166","91","D","5","<p>From which precursor is ammonia (NH3) produced in the kidney?&nbsp;</p>","<p>Glucose</p>","<p>Glycerol&nbsp;</p>","<p>Glucagon&nbsp;</p>","<p>Glutamate&nbsp;</p>","<p>Glycerine&nbsp;</p>","<p>Ammonia is produced from glutamate and excreted in the kidneys. This is important for renal regulation of acid/base homoeostasis &nbsp;</p>","Kidney, Case 10"
"1466468","2015-04-10 23:14:43","1301124","3.1200","181","94","B","4","<p>What is the pathophysiology of distal renal tubular acidosis?&nbsp;</p>","<p>Failure of the distal tubule to reabsorb bicarbonate so acidosis occurs&nbsp;</p>","<p>Failure in the H+ATPase pump in the distal tubule so H+ aren't excreted in urine and acidosis occurs&nbsp;</p>","<p>Failure in Na+ reabsorbtion in the distal tubule, so greater charge in the lumen and less H+ excretion in the urine&nbsp;</p>","<p>Failure in K+ reabsorbtion in the distal tubule, so greater charge in the lumen and less H+ excretion in the urine&nbsp;</p>","","","Kidney, Case 10"
"1466574","2015-04-10 23:58:28","0904722","3.3500","222","105","B","5","<p>An inebriated patient with a history of alcoholism presents to A+E after vomiting blood. You perform a series of liver function tests and note that the patient's GGT, ALT and AST are all raised. Upon examination, they also have caput medusae.</p><p>&nbsp;</p><p>What is the most likely cause of the bloody vomit?</p>","<p>Nausea caused by intoxication; the blood is due to the patient biting their tongue.</p>","<p>&nbsp;Rupture of oesophageal varices secondary to portal hypertension.</p>","<p>Rupture of oesophageal varices secondary to biliary obstruction.</p>","<p>Increased concentration of unconjugated bilirubin in the blood stream causes nausea; the blood is not significant.</p>","<p>Severe gastritis.</p>","<p>The most likely answer is A: rupture of oesophageal varices secondary to portal hypertension.</p><p>&nbsp;</p><p>Although there is very little information given, in this instance it's most likely that the patient has developed portal hypertension as a consequence of liver cirrhosis. It is possible that biliary obstruction may cause portal hypertension and resultant varices, but there is not enough evidence here (or in the literature) to make it the most likely option/single best answer. The same applies to option E: although gastritis may cause haematemesis, in combination with the other symptoms it is not the most likely answer.</p><p>&nbsp;</p><p>The caput medusae are an important sign, as the increased portal pressure causes the revascularisation of the umbilical vein. System-portal anastomoses are particularly vulnerable to portal hypertension, which includes the gastro-oesophageal junction- the most common location for oesophageal varices- and the anal canal, where rectal varices also develop.</p><p>&nbsp;</p><p>The raised ALT is consistent with hepatocellular damage. However, although a raised GGT can be indicative of bile obstruction, it can also rise due to the ingestion of alcohol and the patient does present whilst drunk. A raised ALP is consistent with bile canalicular damage. With this in mind, it is likely that the patient was also jaundiced.</p><p>&nbsp;</p><p>More about biliary obstruction and portal hypertension:&nbsp;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.275.1878&amp;rep=rep1&amp;type=pdf</p>","Case 11, Gastrointestinal System, Case 3"
"1467403","2015-04-11 03:00:28","1302325","3.2000","185","104","C","4","<p><img src=""../images/view.php?file=106552"" alt=""no description"" /></p><p>A&nbsp;gentleman&nbsp;is brought into A&amp;E by the police after walking through Cardiff&nbsp;city centre acting strangely and&nbsp;wearing only a&nbsp;top hat.</p><p>This odd behaviour is attributed to a personality disorder, but during your assessment; you notice he has marked truncal obesity, moon face, emotional instability and&nbsp;very thin extremities with evidence of muscle wasting.</p><p>&nbsp;</p><p>Which of these is the most likely diagnosis?</p>","<p>Addison's disease</p>","<p>Conn's syndrome</p>","<p>Cushing's syndrome</p>","<p>Hyperaldosteronism</p>","","<p><strong>Addison's disease</strong> - issue with zona fasiculata - chronic adrenocortical insufficiency</p><p>&nbsp;</p><p><strong>Conn's syndrome</strong> - adrenal gland tumour leading to excess aldosterone</p><p>&nbsp;</p><p><strong>Cushing's syndrome</strong> - adrenal gland tumour tumour leading to excess cortisol and ACTH which yields these clinical signs</p><p>&nbsp;</p><p><strong>Hyperaldosteronism</strong> is the state of excess aldosterone and may be caused by Conn's syndrome</p><p>&nbsp;</p><p>&nbsp;</p><p>Source: Tim's Acid-Base balance lecture, case 10</p><p>&nbsp;</p><p>&nbsp;</p><p>Other signs &amp; symptoms of Cushing's syndrome:</p><p><img style=""width: 326px; height: 317px;"" src=""../images/view.php?file=106562"" alt=""no description"" width=""411"" height=""599"" /></p>","Case 10"
"1467731","2015-04-11 05:39:12","1301425","3.3500","202","105","E","5","<p>Incretins have what affect upon the body?</p>","<p>Are released before eating and exaggerate insulin response</p>","<p>Are released before eating and and exaggerate glucagon response</p>","<p>Are released after eating and decrease insulin response</p>","<p>Are released after eating and exaggerate glucagon response</p>","<p>Are released after eating and exaggerate insulin response</p>","<p>Incretins are a group of metabolic hormones which exaggerate insulin response. They stimulate a decrease in blood glucose levels before levels get too high after eating. They also inhibit glucagon release. They also reduce gastric emptying which slows the rate at which nutrients are absorbed into the blood stream.</p><p>E is the correct answer.</p><p>&nbsp;</p><p>SOURCE - Case 10 Insulin therapy to type 1 Diabetes lecture</p>","Nutrition, Case 10"
"1467838","2015-04-11 07:20:46","1301425","3.0400","171","91","B","5","<p>Which term best describes what may happen to someone who has chronic respiratory acidosis and hypercapnia?</p>","<p>Left sided heart failure</p>","<p>Cor pulmonale</p>","<p>Hypertension</p>","<p>Diabetic Ketoacidosis</p>","<p>Kussmaul breathing</p>","<p><img src=""../images/view.php?file=106627"" alt=""no description"" /></p><p>The correct answer is Cor pulmonale. This term describes impairment in right ventricular function as a result of respiratory disease leading to resistance in blood flow of the pulmonary circulation. Hypoxia and Hypercapnia result in increased pulmonary artery resistance (vasoconstriction) leading to a pulmonary arterial BP of 25-30 mmHg. This leads to an enlargement and failure of the right ventricle if the increased resistance remains. </p><p>Common symptoms include:</p><p>Worsening tachypnoea (particularly at rest)<br />Fatigue and lassitude<br />Ankle swelling<br />Worsening exertional dyspnoea (with deterioration in exercise tolerance)<br />Worsening cough (particularly if non-productive)</p><p>&nbsp;</p><p>SOURCES - Acid base balance lecture + http://www.patient.co.uk/doctor/cor-pulmonale</p>","Cardiology, Case 10"
"1468817","2015-04-11 22:35:10","1301124","3.1900","190","98","D","5","<p>Which of the GLUT transporters is regulated by insulin?&nbsp;</p>","<p>GLUT-1</p>","<p>GLUT-2</p>","<p>GLUT-3</p>","<p>GLUT-4</p>","<p>GLUT-5</p>","<p>GLUT-4 is regulated by insulin and is responsible for insulin regulated glucose storage.&nbsp;</p>","Diabetes, Case 10"
"1468891","2015-04-11 23:28:00","1203798","2.5500","188","101","A","5","<p>Susan is 28 years old and is 32 weeks pregnant. Which of the following is <strong>most likely</strong> to change?</p>","<p>Her alveolar ventilation</p>","<p>Her maximal pulmonary ventilation</p>","<p>Her pulmonary compliance</p>","<p>Her respiratory rate</p>","<p>Her vital capacity</p>","<p>Pregnancy&nbsp;increases tidal volume (VT) markedly (by &sim;40%) and thereby increases <strong>alveolar ventilation.&nbsp;</strong>The other four are unlikely to change.&nbsp;</p><p>&nbsp;</p><p>The increase in alveolar ventilation and tidal volume reflect, at least in part, a direct <span style=""text-decoration: underline;"">stimulatory effect of progesterone</span> and, to a lesser extent, estrogen on the medullary respiratory centers. The physiological effect of the increased alveolar ventilation during pregnancy is <span style=""text-decoration: underline;"">a fall in maternal arterial PCO<sub>2</sub></span>, which typically decreases from a value before pregnancy of &sim;40 to &sim;32 mm Hg, despite the net increase in CO2 production that reflects fetal metabolism. A side effect is mild respiratory alkalosis for which the kidneys compensate by lowering plasma [HCO3&minus;] modestly.</p><p>&nbsp;</p><p>- Medical physiology Boron and Boulpaep</p>","Respiratory, Pregnancy, Case 8"
"1469024","2015-04-12 00:20:31","1203798","3.3200","228","103","C","5","<p>Julie is in labour (not the party - she's giving birth lol). The midwife cheers and says: ""You are in stage __ of labour! This is the active stage, from complete cervical dilatation to delivery of the newborn."" You, the medical student watching this, are taking notes but didn't hear what number the midwife said as Julie was screaming so loudly. What stage of labour is Julie in?</p>","<p>0</p>","<p>1</p>","<p>2</p>","<p>3</p>","<p>4</p>","<p><img src=""../images/view.php?file=106795"" alt=""no description"" /></p>","Parturition, Case 8"
"1469360","2015-04-12 04:21:06","1301345","2.8500","199","111","A","4","<p>Susan has come into your hypertension clinic to have a check up. She has secondary hypertension.&nbsp;</p><p>What is the most common cause of secondary hypertension?&nbsp;</p>","<p>Renal Parenchymal disease&nbsp;</p>","<p>Renal artery stenosis&nbsp;</p>","<p>Primary hyperaldosteronsim&nbsp;</p>","<p>Phaeochromocytoma&nbsp;</p>","","<p>A - this is the most common cause of secondary hypertension and is often caused by diabetes. It can also be caused by kidney stones, a virus, bacteria or it can be iatrogenic - if taking Diuretic medication for a long time.&nbsp;</p><p>&nbsp;</p><p>B - RAS is often more common in older patients. It results in a shrunken ischemic kidney, with interstitial fibrosis. This is a form of renal vascular disease. unilateral stenosis activates Angiotensin dependent mechanisms due to intrarenal levels of Angiotnesin II being high. This causes continued vasoconstriction and increased BP.&nbsp;</p><p>&nbsp;</p><p>C - this causes excessive secretion of noradrenaline and adrenaline which activates increased vasoconstriction. This causes increased BP and hypertension prevails.&nbsp;</p><p>&nbsp;</p><p>D - this is a tumor in the adrenal medulla which causes an increase in catecholamine secretion. like hyperaldosteronism, this causes vasoconstriction which causes an increase in Bloop pressure And increasing peripheral vascular resistance as well.&nbsp;</p><p>&nbsp;</p><p>Source - Dr Tim Johnson, Fluid and electrolyte balance in heart failure, Case 15&nbsp;</p>","Kidney, Case 10, Case 15"
"1469385","2015-04-12 01:12:40","1300405","3.3000","214","105","C","5","<p>You are examining a 38 year old female patient and find perpipheral signs including koilonychia, conjuctival pallor and angular stomatitis. When asked to state a possible cause of these signs you suggest...</p>","<p>Apthous ulcers</p>","<p>IBS</p>","<p>Iron defficiency anaemia</p>","<p>Oestrogen excess</p>","<p>Pre-hepatic jaundice</p>","<p>http://www.osceskills.com/e-learning/subjects/abdominal-examination/&nbsp;</p><p>These signs can all be caused by anamia,</p><p>apthous ulcers are themselves a sign typically associated with Chron's disease</p><p>IBS&nbsp;http://www.nhs.uk/conditions/Irritable-bowel-syndrome/Pages/Introduction.aspx</p><p>Oestrogen excess to be honest just completely made that up</p><p>pre-hepatic jaundice&nbsp;http://www.nhs.uk/conditions/Coeliac-disease/Pages/Introduction.aspx</p>","Gastroenterology, Case 11, Gastrointestinal System, ISCE"
"1470682","2015-04-13 01:19:02","1301425","3.3600","210","108","D","5","<p>A 38 year old male presents with morning stiffness and pain in lower back/buttocks which improves on exercise. He has has a history of chronic back pain which also sometimes wakes him up during the night.</p><p>&nbsp;</p><p>What is the most likely diagnosis?</p>","<p>Spondylosis</p>","<p>Herniates IV disk</p>","<p>Spondylolisthesis</p>","<p>Ankylosing Spondyilitis</p>","<p>Quada Equina Syndrome</p>","<p>A - <strong>Spondylosis</strong> - This is a condition which refers to the degenerative osteoarthritis of the joints between the spinal vertebrae/ facet joints. As it progresses the patient does have a stiff back/restricted movement. Pain is worse in the morning and evening BUT is <strong>made worse with extended activity</strong></p><p>&nbsp;</p><p>B - <strong>Herniates IV disk</strong> - Usually occurs in the L4/L5 OR L5/S1 vertebrae. Although it usually occurs in men and aged 30-50 the p<strong>ain is of sudden onset</strong>, whilst twisting or lifting heavy objects. Also the pain is <strong>usually relieved with lying down flat.</strong></p><p>&nbsp;</p><p>C - <strong>Spondylolisthesis </strong>- Is a complication of <strong>spondylosis</strong> where there is a defect in the p<strong>ars interarticularis</strong> which makes it become detached. This can then cause the vertebrae to slip out of place. Symptoms include lower back pain <strong>when standing or on activity</strong>, tenderness, <strong>stiffness</strong> and <strong>tingling</strong> radiating down legs.</p><p>&nbsp;</p><p>D - <span style=""text-decoration: underline;""><strong>Ankylosing spondylitis</strong> - </span>The CORRECT answer - The symptoms fit within the classifications which is chronic back pain accompanied with 3/4 of the following - morning stiffness, improvement of pain with exercise, awakening at night because of pain, alternating buttock pain. Is characterised by inflammation of the spine, fusing of the sacroiliac joints which can progress to most of the spine (bamboo spine) and maintained lumbar lordosis in flexion. ALSO usually presents in patients under 50</p><p>&nbsp;</p><p>E - <strong>Quada Equina Syndrome</strong> - Is caused by compression of the nerves in the cauda equina. Symptoms include 1 or more of the following: bladder dysfunction (urinary retention in 50-70%), reduced sensation in perineal area, sexual dysfunction, neurological defects in the lower limb.</p>","Spine, Case 14"
"1470703","2015-04-13 01:38:48","1301425","3.1500","188","110","B","5","<p>A patient presents to the hospital who is suspected of having had a disruption of blood flow to his spinal cord which has caused ischaemia. He has lost motor control of his legs and cannot feel pain, temperature, light touch or pressure below his umbilical. What is the most likely diagnosis of his type of injury?</p>","<p>Central Cord syndrome</p>","<p>Anterior Cord syndrome</p>","<p>Brown Sequard syndrome</p>","<p>Posterior Cord syndrome</p>","<p>Cauda Equina synrome</p>","<p>&nbsp;- The answer is B - Anterior Cord syndrome.</p><p>These types of injuries are mostly vascular in origin - this could be caused by an aortic aneurysm, dissections, acute IV herniation, atherosclerosis. These could all lead to occlusion of the anterior spinal artery leading to the syndrome.</p><p>Loss of sensations such as pain, temperature, light touch and pressure are lost due to the Anterior and Lateral spinothalamic tracts running in the anterior position of the spinal cord where the ischeamia. Motor control is also lost below the position of the lesion leading to spastic paralysis.</p>","Spine, Case 14"
"1470741","2015-04-13 02:07:57","1301425","3.5900","226","111","B","5","<p>A patient presents to the casualty unit after being shot in the back. After he has been treated and stabilized you talk to the patient and check his sensory functions. He cannot identify exactly where he is being touched on his right leg and cannot feel the prick of a needle on his left leg.</p><p>What is the most diagnosis and where has the bullet caused damage?</p>","<p>Central Cord syndrome - lesion to centre of spinal cord</p>","<p>Brown Sequard syndrome - lesion to right side of spinal cord</p>","<p>Anterior Cord syndrome - lesion to anterior part of spinal cord</p>","<p>Posterior Cord syndrome- lesion to posterior part of spinal cord</p>","<p>Brown Sequard syndrome - lesion to left side of spinal cord</p>","<p>The correct answer is B - the patient has a lesion on the right hand side of his spinal cord caused by the bullet. He cannot feel exactly where he is being touched on his right leg as he has lost ipsilateral tactile sensation and proprioception - Supplied by the dorsal column medial lemniscal pathway which diccusates in the medulla. </p><p>He cannot feel pain on the contralateral side as that's supplied by the lateral spinothalamic tract which decussates at the level of the spinal cord.</p><p>&nbsp;</p><p><img src=""../images/view.php?file=106972"" alt=""no description"" /></p>","Spine, Case 14"
"1470789","2015-04-13 02:35:42","1301425","3.1300","170","95","D","5","<p>What is the metabolically active form of Vitamin D?</p>","<p>D3</p>","<p>D2</p>","<p>Calcidio</p>","<p>Calcitriol</p>","<p>Calcifediol</p>","<p>Most of the Vitamin D that we get comes from the sun. Vitamine D3 is converted into <strong>calcidiol</strong> in the liver which is then converted into <strong>calcitriol</strong> in the kidneys which is the metabolically active version.</p>","Case 14"
"1470819","2015-04-13 02:56:05","1301425","3.2600","191","107","B","5","<p>Whilst testing the power of the lower muscles in the motor system exam you notice that the patients movement against resistance in weaker than usual (still resistance) when you ask them to 'stop me from bending your leg'. (you have your hands on their shin whilst their legs in the air and are trying to push it down).</p><p>&nbsp;</p><p>What movement is this testing and because of the weakness, which nerve may be affected?</p><p>&nbsp;</p>","<p>Knee extension - L2</p>","<p>Knee extension - L3</p>","<p>Knee flexion - L3</p>","<p>Hip flexion - L2</p>","<p>Hip extension - L3</p>","<p>Knee extension is what you are testing the power against which is supplied by L3.</p><p>&nbsp;</p><p>As a way of remembering the actions and nerves of the leg muscles imagine kicking a football.</p><p>&nbsp;- Hip flexion L2</p><p>&nbsp;- Knee extension L3</p><p>&nbsp;- Ankle dorsiflexion L4</p><p>&nbsp;- Great toe extension L5 (kicked the football)</p><p>&nbsp;</p><p>Ankle plantar flexion is then S1-2 and knee flexion is S1</p><p>&nbsp;</p><p><img src=""../images/view.php?file=106991"" alt=""no description"" /></p>","Clinical skills, Anatomy, Case 14"
"1470980","2015-04-13 04:28:13","1203798","3.0600","195","94","B","5","<p><img src=""../images/view.php?file=107012"" alt=""no description"" /></p><p>What is 6?</p>","<p>Basal plate</p>","<p>Cotyledon</p>","<p>Chorionic villi (secondary)</p>","<p>Umbilical segment</p>","<p>Villus</p>","<p>6 = &nbsp;Cotyledon =&nbsp;Compartments (15 to 20) in the placenta formed when decidual septa grow into the intervillous spaces. These septa never reach the chorionic plate so that there is communication between cotyledons.&nbsp;</p>","Anatomy, Embryology, Case 8"
"1471141","2015-04-13 06:01:08","1302520","3.1700","172","96","D","5","<p>Which of the following statements regarding osteoporosis is <em>correct?</em></p>","<p>The Z score is the main diagnostic tool</p>","<p>It can be treated by increasing osteoclast activity</p>","<p>It is often a symptomatic disease with varied presentations</p>","<p>It affects trabecular bone more than cortical bone</p>","<p>It is more common in men&nbsp;</p>","<p>D is correct, as the turnover rate of remodelling in the spongy, trabecular bone is much faster<br /><br />A is incorrect as the main diagnostic score used is the T score which is based off a bone density scan and is the number of standard deviations the individuals bone mass is away from the peak bone mass for that individual.<br /><br />B is incorrect as osteoclasts breakdown bone which is undesirable in osteoporosis. Bisphosphonates which are a first line treatment inhibit osteoclast activity.<br /><br /></p><p>C is incorrect as osteoporosis rarely has symptoms until a fracture occurs and it is then diagnosed. Fractures are most commonly in the hip, vertebrae or distal radius (Colles').<br /><br />E is incorrect as women, especially post-menopausal women are at higher risk of developing osteopaenia and osteoporosis</p>","Case 14"
"1471207","2015-04-13 06:36:59","1302520","3.3200","210","111","A","5","<p>Mr Kennedy presents to his GP with fatigue, lightheadedness and a craving for salt. On examination his blood pressure is 90/60 and he has increased pigmentation on some parts of his skin. Which hormone is most likely to be raised in this individual?</p>","<p>ACTH</p>","<p>Cortisol</p>","<p>Aldosterone</p>","<p>Thyroxine</p>","<p>Insulin</p>","<p>Mr Kennedy is presenting with classic symptoms and signs of Addison's disease. Addison's disease is primary adrenal insufficiency usually caused by autoimmune adrenalitis or other infections. It is an inability of the adrenal gland to produce steroid hormones. Therefore both B - Cortisol and C - Aldosterone will be significantly decreased, which is what is causing his symptoms. Insulin and thyroxine may be raised or lowered however ACTH being raised is characteristic of Addison's.</p>","Adrenal Gland, Case 10, Endocrine"
"1471231","2015-04-13 06:46:12","1302520","3.1300","179","99","B","5","<p>The following blood results indicate what?</p><p>&nbsp;</p><p><strong><em>TSH - Low<br />Free T<sub>4&nbsp;</sub>- Low</em></strong></p>","<p>Primary hypothyroidism&nbsp;</p>","<p>Central hypothyroidism</p>","<p>Hashimoto's Thyroiditis</p>","<p>Hyperthyroidism&nbsp;</p>","<p>Grave's disease</p>","<p>Low T<sub>4&nbsp;</sub>indicates it is hypothyroidism.<br /><br />Therefore D and E are false (Grave's disease being a cause of hyperthyroidism)<br /><br />The fact TSH is decreased indicates it is an issue with either TSH or TRH which are released from the anterior pituitary and hypothalamus respectively. Therefore it is a ""central"" cause and so central hypothyroidism. Primary hypothyroidism (Hashimoto's thyroiditis being the main cause of this) will have elevated TSH and decreased free T<sub>4</sub>.</p>","Endocrine, Thyroid Gland, Case 10"
"1471260","2015-04-13 07:01:12","1302520","3.1700","121","69","D","5","<p>The scala media of the cochlear contains endolymph which has high levels of which ion?</p>","<p>Calcium</p>","<p>Chloride</p>","<p>Bicarbonate</p>","<p>Potassium</p>","<p>Sodium</p>","<p>The endolymph is high in Potassium and the perilymph which is within the scala vestibuli and scala tympani is high in Sodium</p>","Year 1 Revision, Ear"
"1471293","2015-04-13 07:17:12","1302520","3.1000","107","61","D","5","<p>Mufasa is desperately gripping on to a rock after his brother Scar pushes him off. <br /><br />Scar then asks him which mechanoreceptor in the skin is used to monitor and control grip.&nbsp;<br /><br />Mufasa fails to answer and subsequently perishes.&nbsp;<br /><br />What should Mufasa have said?</p>","<p>Pacinian corpuscles</p>","<p>Meissner's Corpuscles</p>","<p>Merkel's endings</p>","<p>Ruffini endings</p>","<p>Hair follicle receptors</p>","<p>Pacinian corpuscles are used primarily for vibration and pressure<br />Meissner's corpuscles are used for tactile sensation as well as vibration<br />Merkel's endings or discs detect displacement in the skin, deep pressure and vibration<br />Ruffini's endings are sensitive to stretch and finger movement, they are especially common in fingertips to monitor slippage and gripping of objects<br />Hair follicle receptors sense the position of hair in the follicles</p>","Nerves, Year 1 Revision"
