"ID","Timestamp","Identifier","Avg_rating","Total_answers","Total_ratings","Answer","Num_options","Question","OptionA","OptionB","OptionC","OptionD","OptionE","Explanation","Tags"
"3139380","2018-03-13 02:16:12","1601684","3.0500","224","142","B","5","<p>Patient complains of persistent headaches for the last few weeks. You take his blood pressure and find him to be hypertensive 150/100 mmHg. Continuous ambulatory monitoring over 24h is consistent with the value obtained in practice. Life style changes and hypertensive therapy are suggested and prescribed. Several weeks later, despite compliance to therapy, the hypertension remains. You decide to take an <strong>aldosterone:renin</strong> ratio in order to screen for another cause. Which of the following would a high <strong>aldosterone:renin</strong> ratio be potentially indicative of?&nbsp;</p><p>&nbsp;</p><p><img src=""http://www.belmarrahealth.com/wp-content/uploads/2017/07/cluster-headache-300x200.jpg"" alt="""" width=""300"" height=""200"" />&nbsp;</p>","<p>Primary Hypoaldosteronism</p>","<p>Conn's syndrome</p>","<p>Renal artery stenosis</p>","<p>Chronic kidney failure</p>","<p>Hepatomegaly&nbsp;</p>","<p>Conn's syndrome/primary hyperaldosteronism&nbsp;</p><p>&nbsp;</p><p>Primary aldosteronism, also known as primary hyperaldosteronism or Conn's syndrome, is excess production of the hormone aldosterone by the adrenal glands resulting in low renin levels. Often it produces few symptoms.Most people have high blood pressure which may cause poor vision or headaches. Occasionally there may be muscular weakness, muscle spasms, tingling sensations, or excessive urination. Complications include cardiovascular disease such as stroke, myocardial infarction, kidney failure, and abnormal heart rhythms.</p><p>&nbsp;</p><p>Primary hyperaldosteronism has a number of causes. About 66% of cases are due to enlargement of both adrenal glands and 33% of cases are due to an adrenal adenoma that produces aldosterone. Other uncommon causes include adrenal cancer and an inherited disorder called familial hyperaldosteronism. Some recommend screening people with high blood pressure who are at increased risk while others recommend screening all people with high blood pressure for the disease. Screening is usually done by measuring the aldosterone-to-renin ratio in the blood with further testing used to confirm positive results. While low blood potassium is classically described this is only present in about a quarter of people. To determine the underlying cause medical imaging is carried out.</p><p>&nbsp;</p><p>Source glorious wiki.&nbsp;</p><p>&nbsp;</p><p>See Tim Johnson, hypertension and the kidney for more.&nbsp;</p>","Case 15, Hypertension"
"3141760","2018-03-15 05:00:12","1601417","2.7300","215","147","A","5","<p>Granular Juxtaglomerular cells are primarily found in which structure in the nephron</p>","<p>Afferent Arteriole</p>","<p>Efferent Arteriole</p>","<p>Distal Convoluted tubule</p>","<p>Glomerulus</p>","<p>Proximal Convoluted Tubule</p>","<p><img src=""../images/view.php?file=265754"" alt=""no description"" /></p><p>Juxtaglomerular cells release renin in response to low blood pressure via:</p><p>Sympathetic activation of beta adrenoceptors</p><p>Activation by the macula densa</p>","Kidneys, Case 15"
"3144878","2018-03-16 10:51:32","1603704","2.7500","166","114","B","5","<p>What is the inheritance pattern of Tay Sach's disease?</p>","<p>Autosomal dominant&nbsp;</p>","<p>Autosomal recessive</p>","<p>X-linked dominant</p>","<p>X-linked recessive</p>","<p>Mitochondrial inheritance</p>","<p>Case 7, Family history and probability plenary&nbsp;</p>","case 7"
"3144909","2018-03-16 11:01:39","1603704","2.8000","165","112","A","5","<p>Which feature is characteristic of an X-linked recessive inheritance pattern?</p>","<p>Daughters of affected males will have a 50% risk of having affected son and a 50% risk of having a daughter that is a carrier</p>","<p>Daughters of affected males will have a 50% risk of having an affected son and a 25% risk of having a daughter that is a carrier</p>","<p>Daughters of affected males will have 2/3 risk of having an affected son and 50% risk of having a daughter that is a carrier</p>","<p>Daughters of affected males will have a 50% risk of having an affected son and 2/3 risk of having a daughter that is a carrier</p>","<p>Daughters of affected males will have a 25% risk of having an affected son and a 50% risk of having a daughter that is a carrier</p>","<p>Case 7, Family history and probability lecture&nbsp;</p>","case 7"
"3146881","2018-03-17 04:54:35","1603704","2.8400","160","105","D","5","<p>Seminal vesicle secretions account for ~70% the volume of semen. Their secretions contain high concentrations of what?</p>","<p>Glucose&nbsp;</p>","<p>Glycoproteins&nbsp;</p>","<p>Mucoproteins&nbsp;</p>","<p>Fructose&nbsp;</p>","<p>Proteolytic enzymes</p>","<p>Case 7</p>","case 7"
"3146885","2018-03-17 04:58:06","1603704","3.0200","169","110","A","5","<p>Semen contains high concentrations of which immunoglobulin?</p>","<p>IgA</p>","<p>IgD</p>","<p>IgE</p>","<p>IgG</p>","<p>IgM</p>","<p>IgA is found in body secretions. The prostate gland contributes to the IgA in semen.</p>","case 7"
"3146893","2018-03-17 05:06:05","1603704","2.2600","169","107","E","5","<p>Which condition is characterised by a low sperm&nbsp;<strong>motility</strong>?</p>","<p>Azoospermia&nbsp;</p>","<p>Aspermia</p>","<p>Hypospermia</p>","<p>Oligozoospermia</p>","<p>Asthenozoospermia</p>","<p>A) Azoospermia is when there is no sperm in the ejaculate&nbsp;</p><p>B) Aspermia is when there is no ejaculate</p><p>C) Hypospermia is when there is low ejaculate volume (&lt;1.5ml)</p><p>D) Oligozoospermia is when there is a sperm count &lt;15million/ml of semen</p><p>E) Asthenozoospermia is when there is poor sperm motility (&lt;32% progressive motility)</p>","case 7"
"3150658","2018-03-19 01:25:13","1423106","3.0300","200","135","B","5","<p>Miss Peg is fighting off an viral infection. What type of cell can activate her naive T-Cells?</p><p><img class=""rg_ic rg_i"" style=""width: 273px; height: 182px; margin-left: -6px; margin-right: -19px; margin-top: 0px;"" src=""https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOotr7Ta47JQ5lmKnDuWsDlqTCivGYxLts1_fNhx3doujZTTZL"" alt=""Image result for old lady ill"" data-src=""https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOotr7Ta47JQ5lmKnDuWsDlqTCivGYxLts1_fNhx3doujZTTZL"" /></p>","<p>Neutrophil</p>","<p>Conventional dendritic cells</p>","<p>Macrophages&nbsp;</p>","<p>B-cells</p>","<p>plasmacytoid dendritic cells</p>","<p>CD8= Virus</p><p>&nbsp;</p><p>A na&iuml;ve CD8+ T cell requires co-stimulation (via B7-CD28) in addition to a signal through the TCR to become fully activated and this requirement can only be effectively satisfied by the conventional Dendritic Cell that expresses large amounts of B7 (otherwise termed CD80). Hence, the key role of cDCs in activating CD8 and CD4 T cells in the draining lymph node. However, once activated into a CD8 effector CTL, the CTL leaves the lymph node to traffic to infected tissues and the requirement for co-stimulation no longer applies. Hence, any infected cell expressing MHC Class I and presenting the appropriate peptide can now potentially be killed.</p><p>&nbsp;</p><p>See 'Plenary Lecture Phase 3 &lsquo;Adaptive immune response to viruses &ndash; Effector T and B cells&rsquo; for more information&nbsp;</p>","Case 9, Immunology"
"3151025","2018-03-19 05:07:18","1601684","2.9500","249","168","C","5","<p>Patient presents with shortness as breath as part of their symptoms associated with left sided heart failure. Left sided heart failure results in <strong>pulmonary</strong> oedema. This occurs when additional fluid enters the <strong>interstitial</strong> space between the alveoli and the capillaries. This makes the diffusion of oxygen from the alveoli to the capillaries more difficult. Which of the following <strong>physiological</strong> changes in heart failure causes this pulmonary oedema?&nbsp;</p><p>&nbsp;</p><p><img src=""http://www.heartfailurematters.org/static_file/HeartFailureMatters/Images/EN/UnderstandingHeartFailure/Shortness-of-breath.jpg"" alt="""" /></p>","<p>Increased oncotic pressure.</p>","<p>Increased capillary permeability.&nbsp;</p>","<p>Increased hydrostatic pressure.&nbsp;</p>","<p>Increased fibroid deposits in the pulmonary interstitial space.&nbsp;</p>","<p>Shunting of pulmonary vasculature.&nbsp;</p>","<p>In left side heart failure, there is a failure of the heart to achieve a cardiac output viable to support life. This inability of the heart to pump blood results in a back build of blood in the left ventricles, backing into the left atria, the pulmonary veins and into the pulmonary capillaries. This causes an increased oncotic pressure in the lungs, resulting in fluid entering the interstitial space.&nbsp;</p><p>&nbsp;</p><p><iframe title=""YouTube video player"" width=""425"" height=""350"" src=""//www.youtube.com/embed/oRDOUv6dEpE"" frameborder=""0""></iframe></p>","Case 15, Case 4, Case 5 revision"
"3151044","2018-03-19 05:17:18","1601684","3.0300","153","105","B","5","<p>You are conducting a respiratory examination on a patient with a prior of Cor Pulmonale. The patient requests a proper explanation of what Cor Pulmonale is, to which you describe the following:&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>","<p><strong>Left</strong> ventricular enlargement secondary to a lung disorder that causes <strong>pulmonary</strong> hypertension</p>","<p><strong>Right</strong> ventricular enlargement secondary to a lung disorder that causes <strong>pulmonary</strong> hypertension</p>","<p><strong>Right</strong> ventricular enlargement secondary to a lung disorder that causes <strong>systemic</strong> hypertension</p>","<p><strong>Left</strong> ventricular enlargement secondary to a lung disorder that causes <strong>systemic</strong> hypertension</p>","<p><strong>Right</strong> atrial enlargement secondary to a lung disorder which causes <strong>systemic</strong> hypertension.</p>","<p>Right ventricular enlargement secondary to a lung disorder that causes pulmonary hypertension. Taken from Case 5 lecture&nbsp;<em>Pulmonary circulation and lung disease.</em>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>","Case 5 revision"
"3151233","2018-03-19 07:49:38","1604445","3.0500","133","93","E","5","<p>You take the history of Robin, a retired sailor in the Navy. When you ask about smoking he tells you he smoked <strong>30 cigarettes a day for 25 years</strong>.</p><p>&nbsp;</p><p>&nbsp;<img class=""_mj _27 _3x _2j"" src=""https://i.pinimg.com/564x/18/f5/25/18f525bd64f4ea90fa9d50d89311b732.jpg"" alt=""wrinkles face man - Google Search"" width=""238"" height=""357"" data-reactid=""264"" /><img class=""irc_mi"" style=""margin-top: 0px;"" src=""https://previews.123rf.com/images/sabelskaya/sabelskaya1701/sabelskaya170100312/68840109-unlabeled-standing-open-pack-of-cigarettes-sketch-vector-illustration-isolated-on-white-background-r.jpg"" alt=""Image result for pack of cigarettes"" width=""353"" height=""353"" /></p><p>&nbsp;</p><p>How many <strong>pack-years</strong> is this?</p>","<p>27.5</p>","<p>30</p>","<p>32.5</p>","<p>35</p>","<p>37.5</p>","<p>The answer is&nbsp;<strong>E</strong>. One pack year is smoking 20 cigarettes a day for one year. Robin has smoked 1.5 times this amount, so multiply the number of years by 1.5.</p><p>&nbsp;</p><p>This means 25 (number of years) + 12.5 (Years/2) = 37.5 pack years.&nbsp;</p><p>&nbsp;</p><p>This is a straightforward question, but we need to be able to work it quickly for taking a respiratory history.&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>","Scenario, ISCE"
"3174387","2018-03-25 01:23:20","1604445","2.9300","223","152","A","5","<p>Cynthia comes to your private clinic. Her <strong>heart rate</strong> has risen in the last few months and she is worried how this may affect her <strong>blood pressure</strong>.&nbsp;</p><p>&nbsp;</p><p><img class=""irc_mi"" style=""margin-top: 0px;"" src=""https://thumbs.dreamstime.com/z/smiling-old-woman-holding-money-white-background-37244656.jpg"" alt=""Related image"" width=""317"" height=""353"" /><img class=""irc_mi"" style=""margin-top: 0px;"" src=""https://thumbs.dreamstime.com/z/smiling-old-woman-holding-money-white-background-37270597.jpg"" alt=""Related image"" width=""333"" height=""353"" /><img class=""irc_mi"" style=""margin-top: 0px;"" src=""https://thumbs.dreamstime.com/z/smiling-old-woman-holding-money-white-background-37166480.jpg"" alt=""Related image"" width=""304"" height=""353"" /></p><p>&nbsp;</p><p>Which of the following equations is the best way to calculate Cynthia's <strong>Mean Arterial Pressure</strong>, given all of the necessary measurements?</p>","<p>(Cardiac output) x (Total peripheral resistance)</p>","<p>(Stroke volume) x (Heart rate)</p>","<p>(Heart rate) x (Total peripheral resistance)</p>","<p>(Stroke volume) x (cardiac output)</p>","<p>Just use a blood pressure cuff like an actual doctor would</p>","<p>The correct answer is&nbsp;<strong>A</strong>.&nbsp;</p><p>&nbsp;</p><p>Of course in practice you would just use a blood pressure cuff and work it out using systolic and diastolic , but the equation for MAP is MAP = CO x TPR.&nbsp;</p><p>&nbsp;</p><p><strong>B</strong> is the Cardiac output calculation.&nbsp;</p><p><strong>C &amp; D&nbsp;</strong>are made up.&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>","Cardiology, Cardiovascular system, Case 15, Scenario"
"3174431","2018-03-25 02:05:00","1604445","3.0000","224","153","C","5","<p>You are checking the notes for a patient with known&nbsp;<strong>congestive heart failure</strong>.&nbsp;</p><p>&nbsp;</p><p>A copy of the X-ray is shown below.&nbsp;</p><p>&nbsp;</p><p><img class=""mw-mmv-final-image jpg mw-mmv-dialog-is-open"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Chest_radiograph_of_a_lung_with_Kerley_B_lines_-_annotated.jpg/800px-Chest_radiograph_of_a_lung_with_Kerley_B_lines_-_annotated.jpg"" alt="""" width=""615"" height=""551"" /></p><p>&nbsp;</p><p>Which sign of congestive heart failure do the arrows point to?</p>","<p>Cardiomegaly</p>","<p>Batwing shadowing</p>","<p>Kerley lines</p>","<p>Cotton wool appearance</p>","<p>Redistribution of pulmonary vessels</p>","<p>The correct answer is&nbsp;<strong>C</strong>.&nbsp;Kerley lines are described as&nbsp;thin linear pulmonary opacities caused by fluid or cellular infiltration into the interstitium of the lungs. They are a sign of Stage 2 congestive heart failure.</p><p>&nbsp;</p><p><img src=""http://www.radiologyassistant.nl/data/bin/a509797a671a25_TAB-Congestive-Heart.png"" alt=""."" width=""440"" height=""267"" /></p>","Case 15, Scenario"
"3175660","2018-03-25 22:36:36","1602548","2.8900","166","112","D","5","<p>Jessica Green is a 34 year old woman who has come to see you, her GP, because she is pregnant. You explain to her that her age makes her pregnancy high-risk for Down syndrome. You offer her screening for Down syndrome and she accepts it.&nbsp;</p><p>&nbsp;</p><p>Jessica has the quadruple screening test, where AFP is found to be increased and inhibin A levels are normal. What do you say to Jessica?</p>","<p>Tell her her baby has an increased risk of Down syndrome and offer a diagnostic test</p>","<p>Tell her there is nothing wrong and continue as a straightforward pregnancy&nbsp;</p>","<p>Tell her her baby has a neural tube defect and not Down syndrome&nbsp;</p>","<p>Tell her that her baby likely has a neural tube defect and not Down syndrome&nbsp;</p>","<p>Tell her her baby has a neural tube defect and suggest termination&nbsp;</p>","<p>In the quadruple test, elevated AFP is a marker of neural tube defects and inhibin A is a marker of Down syndrome. However, the quadruple test only has a 75% detection rate, so you couldn't tell Jessica her baby definitely doesn't have Down syndrome.&nbsp;</p>","case 7"
"3176608","2018-03-26 10:18:48","1603125","2.9600","210","143","B","5","<p>You're trawling through the various lectures from the year that you have yet to even look at as its Easter and its probably a good idea - you finally reach the physiology of the gut.&nbsp;</p><p>You come across the following description of a condition, common in newborns, that you have never heard of:&nbsp;</p><p>""Occurs when there is <strong>excessive contraction</strong> in <strong>smooth muscle cells</strong> due to the <strong>loss of ganglia</strong> in the <strong>myenteric plexus</strong>, which leads to the <strong>loss of inhibitory neurones</strong> and so unopposed contraction leading to the <strong>build up of a mass proximal to the effected region</strong>""&nbsp;</p><p>&nbsp;</p><p>Which of the following conditions is most likely being described?&nbsp;</p>","<p>Meconium Ileus &nbsp;</p>","<p>Hirschsprung's Disease&nbsp;</p>","<p>Necrotising Enterocolitis&nbsp;</p>","<p>Gastroschisis&nbsp;</p>","<p>Scherma's Disease&nbsp;</p>","<p>The correct answer is B (taken from Dr Allen's lecture from case 11).&nbsp;</p><p>&nbsp;</p><p>A - obstruction of terminal ileum by abnormally viscous meconium, often present in newborns with cystic fibrosis&nbsp;</p><p>C - inflammation and necrosis of cells of intestinal tract, often leading to intestinal perforation and common in neonates&nbsp;</p><p>D - birth defect by which the neonate's intestines are found outside of their body&nbsp;</p><p>E - this is made up&nbsp;</p>","Abdomen, Case 11, Function of GI"
"3177617","2018-03-26 22:10:58","1423106","2.9900","181","122","D","5","<p>As the sperm and egg meet meiosis II occurs to; restore diploid state, sex determination and cell cleavage. As the zygote forms into a morula and into a blastocyst the cell number increases, cell size increases but the embryo remains the same size. What stages of the cell cycle does the embryo miss out in order to allow this?</p><p><img class=""irc_mi"" style=""margin-top: 0px;"" src=""https://upliftconnect.com/wp-content/uploads/2016/05/egg-conception_featureA.jpg"" alt=""Image result for sperm and egg"" width=""422"" height=""222"" /></p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>","<p>G1</p>","<p>G2</p>","<p>S-phase</p>","<p>G1 and G2</p>","<p>G1 and S-phase</p>","<p>The key thing to remember is that the cell number increases, but the cell size decreases and hence the embryo remains the same size.</p><p>This occurs because the cells don&rsquo;t go through G1 and G2 of the cell cycle involved in growth.</p><p><img class=""irc_mi"" style=""margin-top: 0px;"" src=""http://ib.bioninja.com.au/_Media/cell-cycle_med.jpeg"" alt=""Image result for cell cycle"" width=""306"" height=""306"" /></p><p>&nbsp;</p><p>Professor Wilson's Lecture&nbsp;</p><p>&nbsp;</p>","case 7, embryology, fertilisation, Implantation"
"3177646","2018-03-26 22:33:12","1423106","2.5400","191","130","C","5","<p>Lucy has just found out she is pregnant. When should she expect her dating scan?<img class=""irc_mi"" style=""margin-top: 0px;"" src=""https://static.independent.co.uk/s3fs-public/styles/article_small/public/thumbnails/image/2018/01/16/13/pregnancy-bump-baby-brain.jpg"" alt=""Image result for pregnant"" width=""529"" height=""353"" /></p>","<p>8-10 weeks</p>","<p>10-12 weeks</p>","<p>8-14 weeks</p>","<p>10-14 weeks</p>","<p>14-16 weeks</p>","<p>All pregnant women in England are offered an ultrasound scan at around 8 to 14 weeks of pregnancy. This is called the dating scan. It's used to see how far along in your pregnancy you are and check your baby's development.</p><p>&nbsp;</p><p>NHS website&nbsp;</p>","case 7, case 8"
"3178203","2018-03-27 04:24:10","1604445","2.6700","226","156","E","5","<p>Karolina goes to see an endocrinologist as her GP suspects she has <strong>hypoaldosteronism</strong>. She remembers that she is taking another medication that the GP didn't know about.&nbsp;</p><p>&nbsp;</p><p>The endocrinologist explains that this drug can <strong>simulate</strong> the symptoms of endocrine disease.&nbsp;</p><p>&nbsp;</p><p><img class=""irc_mi"" style=""vertical-align: top;"" src=""https://fm.cnbc.com/applications/cnbc.com/resources/img/editorial/2016/09/28/103977024-GettyImages-503847975.1910x1000.jpg"" alt=""Image result for medication"" width=""529"" height=""277"" />&nbsp; &nbsp;<img class=""irc_mi"" style=""margin-top: 0px;"" src=""http://static.fjcdn.com/comments/well+i+mean+it+was+nothing+like+mech+simulator+2014+_a9edfbd56c5a4a1dd113856788355456.jpg"" alt=""Image result for simulate meme"" width=""370"" height=""277"" /></p><p>&nbsp;</p><p>Which drug can simulate hypoaldosteronism?</p>","<p>Angiotensin Receptor Blockers</p>","<p>Lactulose</p>","<p>Loop diuretics</p>","<p>Thiazide diuretics</p>","<p>ACE inhibitors</p>","<p>The correct answer is&nbsp;<strong>E</strong>. This might seem simple as ACE inhibitors block the full function of the RAA system, but actually all of these answers apart from ARBs can simulate an endocrine condition.&nbsp;</p><p>&nbsp;</p><p><strong>B</strong>, lactulose, is a laxative. It can lead to hypokalaemia.&nbsp;</p><p><strong>C and D</strong> are obviously diuretics that can cause hypokalaemia but also secondary hyp<strong>er</strong>aldosteronism.</p><p>&nbsp;</p><p>Eating a lot of liquorice can also cause hyperaldosteronism.&nbsp;</p><p>&nbsp;</p><p>This is found in page 1180 of Kumar and Clark's Clinical Medicine.</p>","Case 15, Scenario"
"3179962","2018-03-28 00:23:13","1600252","3.1700","202","128","C","4","<p>My grandad (on my mother's side) is colour blind, my mum is not colour blind. My dad is also not colour blind. Assuming there are no new mutations, if I am female, what is my risk of being a carrier for colour blindness?</p>","<p>2/3rds</p>","<p>25%</p>","<p>50%</p>","<p>100%</p>","","<p>Colour blindness is X-linked recessive. Therefore my Mum is definitely a carrier (as her dad will have definitely given her an X chromosome). My dad cannot be a carrier as he is male and not colour blind, and so would be affected if he carried the mutation for colour blindness.&nbsp;</p><p>So I have received a normal X chromosome from my dad, and there are 2 options from my mum: either an X with colour blindness or one without...therefore my risk of being a carrier is 50%.</p>","case 7"
"3180012","2018-03-28 00:53:19","1600252","2.8400","174","119","A","5","<p>Which of the following is derived from the ectoderm during early human development?</p>","<p>pituitary gland</p>","<p>cranium</p>","<p>epithelium of liver</p>","<p>epithelial part of pharynx</p>","<p>dermis of skin</p>","<p>B- mesodermal derivative</p><p>C- endodermal derivative</p><p>D- endodermal derivative</p><p>E- mesodermal derivative</p><p>&nbsp;</p><p>These are all very hard to remember I know! I tend to think of ectodermal derivatives being generally to do with the nervous system, endodermal derivatives being to do with the epithelial layers of structures, and mesodermal derivatives just as everything else, but if anyone has any better ways to remember it please help!&nbsp;</p>","case 7"
"3180094","2018-03-28 01:56:35","1600252","2.7500","165","114","B","5","<p>A pregnant woman comes to see you with flu with a raised temperature of 38.5 degrees. While you're hoping she doesn't give it to everyone else, you're also worried about what her raised body temperature could do to the foetus. You decide you should advise her to take something to bring the temperature down...but what will you suggest?</p>","<p>aspirin</p>","<p>paracetamol</p>","<p>an ice bath</p>","<p>calpol</p>","<p>ibuprofen</p>","<p>Drugs should only given in pregnancy if absolutely necessary, and the benefit to the mother should be weighed with the risk to the foetus. As pyrexia can cause birth defects, you may suggest drug intervention in this case, and paracetamol is the most well researched and least risk for this. However, you should still give it in the lowest possible effective dose.</p>","case 7"
"3180102","2018-03-28 02:01:00","1604445","2.5800","182","124","D","5","<p><strong>Gastrulation</strong> causes two layers in the blastocyst to change into three layers. These three layers go on to form the embryo.&nbsp;</p><p>&nbsp;</p><p><strong>Only one</strong> of the original layers goes on to form the embryo, while the other has a more simple signalling role.&nbsp;</p><p>&nbsp;</p><p><img class=""irc_mi"" style=""margin-top: 0px;"" src=""http://facstaff.cbu.edu/~aross/embryo/s-gastrula-3.jpg"" alt=""Image result for Gastrulation no labels"" width=""278"" height=""353"" /></p><p>&nbsp;</p><p>Which of the original layers in the blastocyst will form the embryo?</p>","<p>Endoderm</p>","<p>Ectoderm</p>","<p>Hyperblast</p>","<p>Epiblast</p>","<p>Hypoblast</p>","<p>The correct answer is&nbsp;<strong>D</strong>, the epiblast.</p><p>&nbsp;</p><p>In gastrulation, the epiblast and hypoblast become the ectoderm, mesoderm and endoderm.</p>","case 7, Gastrulation, Scenario"
"3180165","2018-03-28 02:46:36","1600252","3.0100","166","108","B","3","<p>A child is born with hypotonia and has poor feeding early on. As he grows up he develops hyperphagia and becomes obese, has a short stature, hypogonadism, mild intellectual disability and behavioural problems. The consultant decides to put you on the spot because he want to embarrass you and tells you that the child has an inherited deletion on chromosome 15 but asks you whether it's on the maternal or paternal chromosome...what will say?</p>","<p>maternal</p>","<p>paternal</p>","<p>I don't know stop asking me difficult questions</p>","","","<p>A deletion at 15q13 on the paternal chromosome causes Prader Willi Syndrome as described above. If it were on the maternal chromosome it would have manifested as Angelman syndrome: characterised by microcephaly, ataxia, severe intellectual disability, absent speech, seizures, happy demeanour</p>","case 7"
"3180174","2018-03-28 02:54:06","1601326","2.9700","167","111","D","5","<p>Mrs Jones has recently discovered that she is pregnant but is finding it difficult to recall when her last menstrual period was. What process occurs upon blastocyst implantation that may make it difficult to distinguish the last menstrual period?</p>","<p>Cryotrophoblast cells invade the stromal layer.</p>","<p>Spiral arteries leak blood so that glycogen stores can get to the developing blastocyst.</p>","<p>Spiral arteries contract and rupture, causing shedding of the stratum functionalis.</p>","<p>Syncitio-trophoblasts invade and rupture spiral arteries in the endometrium.</p>","<p>A second bleed is indicative of abnormal implantation and ectopic pregnancy.</p>","<p>Syncitio-trophoblast cells are more invasive cells of the trophoblast layer, they have no cell boundary and create a syncitial mass- invasion upon blastocyst implantation ruptures maternal blood vessels forming trophoblastic lacunae. The leaking of blood means it is difficult to distinguish last period as it could be this process.</p><p>As the wall of the uterus is re-epithelialised, a fibrin clot forms- this shows that bleeding has occurred.</p><p>Cryotrophoblast cells have a definitive cell boundary and spawn the very invasive syncitio-trophoblasts in to the stromal layer.</p>","case 7, Pregnancy"
"3180205","2018-03-28 03:26:54","1601326","3.0100","170","116","D","5","<p>Which of the following sites of abnormal blastocyst implantation is associated with <em>placenta previa</em>?</p>","<p>Mesenery</p>","<p>Ampullary region of the uterine tube</p>","<p>Interstitial implantation in the narrow portion of the uterine tube</p>","<p>Internal os</p>","<p>Ovarian implantation</p>","<p>The normal site for implantation is the posterior or anterior wall of the body to the uterus.</p><p>Placenta previa= placenta first, a low lying placenta that blocks the birth canal- implantation at the internal os of the uterus is associated with placenta previa</p>","case 7, Pregnancy"
"3180597","2018-03-28 08:15:14","1601326","3.0700","185","116","D","5","<p>The presence of which of the following markers from amniocentesis suggests a positive result for spina bifida?</p>","<p>Beta-hCG</p>","<p>Folic acid</p>","<p>Free unconjugated oestriol</p>","<p>Alpha-fetoprotein</p>","<p>Inhibin A&nbsp;</p>","<p>Alpha-fetoprotein (AFP) seeps out of a neural tube that hasn't formed properly into the amniotic sac, indicating spina bifida (failure of the neural tube to close). Spida bifida occulta, however, is not associated with an increase in AFP since the dural lining is maintained.&nbsp;</p><p>&nbsp;</p><p>In foetuses with down syndrome: Oestriol, AFP will be measured as lower, B-hCG and Inhibin A higher</p>","antenatal screening, case 7, Pregnancy"
"3180629","2018-03-28 08:45:00","1423106","2.8900","210","142","B","5","<p>Lucy is pregnant and has just come into the clinic for her quadruple test (18-20 weeks). What four things are measured?</p>","<p>Alpha fetal protein, UE3, PAPP-A, Inhibin A</p>","<p>HCG, UE3, Inhibin A, Alpha fetal protein&nbsp;</p>","<p>Alpha fetal protein,&nbsp;Inhibin A, Folic Acid Level, HCG</p>","<p>Alpha fetal protein,&nbsp;Inhibin A,&nbsp;UE3, Progesterone Level</p>","<p>Inhibin A,&nbsp;UE3,&nbsp;PAPP-A, HCG</p>","<p>Home / Prenatal Testing / Quad Screen Test. The quad screen test is a maternal blood screening test that looks for four specific substances: AFP , hCG , Estriol (UE3), and Inhibin-A.</p><p>&nbsp;</p><p>&nbsp;</p>","case 7, case 8, Pregnancy"
"3180643","2018-03-28 08:52:11","1423106","3.0400","209","139","D","5","<p>The <span style=""text-decoration: underline;"">results</span> from Lucy's quadruple test have just come back;&nbsp;</p><p>&nbsp;</p><p>- <span style=""text-decoration: underline;"">Increase</span> HCG</p><p>- Alpha fetal protein is <span style=""text-decoration: underline;"">normal&nbsp;</span></p><p>- UE3 is <span style=""text-decoration: underline;"">normal</span></p><p>- Inhibin A is <span style=""text-decoration: underline;"">normal</span></p><p>&nbsp;</p><p><span style=""text-decoration: underline;""><br /></span>What does this suggest?</p>","<p>Spinal Bifida&nbsp;&nbsp;</p>","<p>Fetal Alcohol Syndrome&nbsp;</p>","<p>Downs Syndrome</p>","<p>Twins</p>","<p>Achondroplasia&nbsp;</p>","<p>Human Chorionic Gonadotrophin Hormone (hCG) is unique to pregnancy. It is the hormone which is detected in the blood and/or urine of a woman who is pregnant.</p><p>Very high, elevated levels which may alert their healthcare provider to suspect a mother is pregnant with twins or triplets.</p><p>When a mother is carrying a twin pregnancy, she generally has higher hCG levels than a woman who is pregnant with one baby. But this is not a guarantee; there is a big cross over between singleton and twin pregnancy hCG levels and between individual women.</p>","case 7, case 8, Pregnancy"
